"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_355337","A/H1N1pdm09","Crick Worldwide Influenza Centre","Hellenic Pasteur Institute"
"EPI_ISL_343439","A/H1N1pdm09","Public Health Agency of Sweden","Klinisk mikrobiologi, Laboratoriemedicin, Norrlands Universitetssjukhus Umea"
"EPI_ISL_311459","A/H1N1pdm09","Institut Pasteur",NA
"EPI_ISL_306570","A/H1N1pdm09","Institut Pasteur",NA
"EPI_ISL_306390","A/H1N1pdm09","Instituto de Salud Carlos III","Servicio de Microbiología Hospital San Pedro de Alcántara"
"EPI_ISL_301288","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_321585","A/H1N1pdm09","Public Health Wales Microbiology Cardiff","Public Health Wales Microbiology Cardiff"
"EPI_ISL_344014","A/H1N1pdm09","Statens Serum Institute",NA
"EPI_ISL_338233","A/H1N1pdm09","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_312788","A/H1N1pdm09","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_344010","A/H1N1pdm09","Statens Serum Institute",NA
"EPI_ISL_332944","A/H1N1pdm09","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_316692","A/H1N1pdm09","Crick Worldwide Influenza Centre","Landspitali - University Hospital"
"EPI_ISL_301308","A/H1N1pdm09","Crick Worldwide Influenza Centre","Barcelona, Facultad de Medicina"
"EPI_ISL_320065","A/H1N1pdm09","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_338877","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_338925","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_508513","A/H1N1pdm09","Crick Worldwide Influenza Centre","Instituto de Salud Carlos III"
"EPI_ISL_388812","A/H1N1pdm09","Crick Worldwide Influenza Centre","Health Protection Inspectorate"
"EPI_ISL_357197","A/H1N1pdm09","SCIENSANO","Sciensano (Scientific Institute of Public Health)"
"EPI_ISL_340299","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_357385","A/H1N1pdm09","Norwegian Institute of Public Health","Sorlandet Sykehus HF, Dept. of Medical Microbiology"
"EPI_ISL_344122","A/H1N1pdm09","Norwegian Institute of Public Health","Innlandet Hospital Trust, Division Lillehammer, Department for Microbiology"
"EPI_ISL_367994","A/H1N1pdm09","Crick Worldwide Influenza Centre","National Institute of Public Health - National Institute of Hygiene"
"EPI_ISL_405629","A/H1N1pdm09","UCD National Virus Reference Laboratory","UCD National Virus Reference Laboratory"
"EPI_ISL_340894","A/H1N1pdm09","Institut Pasteur",NA
"EPI_ISL_347390","A/H1N1pdm09","Crick Worldwide Influenza Centre","WHO National Influenza Centre"
"EPI_ISL_340164","A/H1N1pdm09","Medical University Vienna","Department of Virology, Medical University Vienna"
"EPI_ISL_338283","A/H1N1pdm09","Finnish Institute for Health and Welfare, THL","Finnish Institute for Health and Welfare, THL"
"EPI_ISL_364704","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_363039","A/H1N1pdm09","Crick Worldwide Influenza Centre","Institute of Public Health"
"EPI_ISL_340507","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_348427","A/H1N1pdm09","Hospital Universitari Vall d'Hebron","Hospital Universitari Vall d'Hebron"
"EPI_ISL_390804","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_367717","A/H1N1pdm09","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_346521","A/H1N1pdm09","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_350645","A/H1N1pdm09","Public Health Wales Microbiology Cardiff","Public Health Wales Microbiology Cardiff"
"EPI_ISL_356031","A/H1N1pdm09","Public Health Agency of Sweden",NA
"EPI_ISL_340281","A/H1N1pdm09","Cantacuzino Institute","Cantacuzino Institute"
"EPI_ISL_348374","A/H1N1pdm09","Institut Pasteur",NA
"EPI_ISL_393802","A/H1N1pdm09","Centers for Disease Control and Prevention","Institute of Immunology and Virology Torlak"
"EPI_ISL_363019","A/H1N1pdm09","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_411187","A/H1N1pdm09","Crick Worldwide Influenza Centre","Lithuanian AIDS Center Laboratory"
"EPI_ISL_343350","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_347657","A/H1N1pdm09","Crick Worldwide Influenza Centre","Mater Dei Hospital"
"EPI_ISL_356022","A/H1N1pdm09","Public Health Agency of Sweden",NA
"EPI_ISL_403338","A/H1N1pdm09","Crick Worldwide Influenza Centre","WHO National Influenza Centre"
"EPI_ISL_534054","A/H1N1pdm09","CNR Virus des Infections Respiratoires - France SUD","Institute of Epidemiology and Infectious Diseases AMS of Ukraine"
"EPI_ISL_428005","A/H1N1pdm09","U.S. Air Force School of Aerospace Medicine","U.S. Air Force School of Aerospace Medicine"
"EPI_ISL_410065","A/H1N1pdm09","Robert Koch Institute Nationales Referenzzentrum für Influenza","Robert Koch-Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_410097","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_413527","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_463709","A/H1N1pdm09","Hospital Universitari Vall d'Hebron","Hospital Universitari Vall d'Hebron"
"EPI_ISL_480547","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_410056","A/H1N1pdm09","Robert Koch Institute Nationales Referenzzentrum für Influenza","Robert Koch-Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_462106","A/H1N1pdm09","Crick Worldwide Influenza Centre","University of Sarajevo"
"EPI_ISL_487129","A/H1N1pdm09","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_457709","A/H1N1pdm09","UCD National Virus Reference Laboratory","UCD National Virus Reference Laboratory"
"EPI_ISL_486740","A/H1N1pdm09","Crick Worldwide Influenza Centre","Istituto Superiore di Sanità"
"EPI_ISL_413983","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_2296471","A/H1N1pdm09","SCIENSANO","SCIENSANO"
"EPI_ISL_410376","A/H1N1pdm09","Virology Laboratory & Vaccine Research Area, FISABIO - Public Health, Center of Public Health Research (CSISP), Gen. Valenciana","Virology Laboratory, FISABIO - Public Health, Generalitat Valenciana"
"EPI_ISL_455551","A/H1N1pdm09","Crick Worldwide Influenza Centre","Swiss National Reference Centre for Influenza"
"EPI_ISL_412889","A/H1N1pdm09","Virology Laboratory & Vaccine Research Area, FISABIO - Public Health, Center of Public Health Research (CSISP), Gen. Valenciana","Virology Laboratory, FISABIO - Public Health, Generalitat Valenciana"
"EPI_ISL_487068","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_481429","A/H1N1pdm09","Robert Koch Institute Nationales Referenzzentrum für Influenza","Robert Koch-Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_480529","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_1835581","A/H1N1pdm09","Sciensano","SCIENSANO"
"EPI_ISL_463728","A/H1N1pdm09","Hospital Universitari Vall d'Hebron","Hospital Universitari Vall d'Hebron"
"EPI_ISL_527226","A/H1N1pdm09","Crick Worldwide Influenza Centre","Central Veterinary Institute Budapest"
"EPI_ISL_407230","A/H1N1pdm09","Finnish Institute for Health and Welfare, THL","Finnish Institute for Health and Welfare, THL"
"EPI_ISL_487126","A/H1N1pdm09","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_413958","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_498311","A/H1N1pdm09","Crick Worldwide Influenza Centre","Health Protection Inspectorate"
"EPI_ISL_413425","A/H1N1pdm09","Robert Koch Institute Nationales Referenzzentrum für Influenza","Robert Koch-Institute Nationales Referenzzentrum für Influenza"
"EPI_ISL_407711","A/H1N1pdm09","Crick Worldwide Influenza Centre","Aristotelian University of Thessaloniki"
"EPI_ISL_455525","A/H1N1pdm09","Crick Worldwide Influenza Centre","Instituto Nacional de Saude (INSA)"
"EPI_ISL_9680462","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_9140501","A/H1N1pdm09","Crick Worldwide Influenza Centre","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_9702165","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_12709098","A/H1N1pdm09","Centers for Disease Control and Prevention","Institute of Immunology and Virology Torlak"
"EPI_ISL_9140504","A/H1N1pdm09","Crick Worldwide Influenza Centre","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_12241583","A/H1N1pdm09","Crick Worldwide Influenza Centre","Institute of Public Health"
"EPI_ISL_9140502","A/H1N1pdm09","Crick Worldwide Influenza Centre","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_9702162","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_8452242","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","Royal GD"
"EPI_ISL_9402270","A/H1N1pdm09","Crick Worldwide Influenza Centre","Institut Pasteur"
"EPI_ISL_11814590","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_10814587","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_6275825","A/H1N1pdm09","Hospital Universitari Vall d'Hebron","Hospital Universitari Sant Joan de Reus"
"EPI_ISL_11323848","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_9140497","A/H1N1pdm09","Crick Worldwide Influenza Centre","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_5935441","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_11814539","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_10347101","A/H1N1pdm09","Instituto de Salud Carlos III","Servicio de Microbiología Hospital Virgen de la Arrixaca"
"EPI_ISL_11324734","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_9140508","A/H1N1pdm09","Crick Worldwide Influenza Centre","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_9140505","A/H1N1pdm09","Crick Worldwide Influenza Centre","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_12241597","A/H1N1pdm09","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_9702166","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_11814505","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_11312728","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_8769991","A/H1N1pdm09","Statens Serum Institute","Statens Serum Institute"
"EPI_ISL_8452353","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","Gelre ziekenhuizen"
"EPI_ISL_9714219","A/H1N1pdm09","Instituto de Salud Carlos III","Instituto de Salud Carlos III"
"EPI_ISL_12241608","A/H1N1pdm09","Crick Worldwide Influenza Centre","Croatian Institute of Public Health"
"EPI_ISL_15803929","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_17592713","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_15888779","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_18776012","A/H1N1pdm09","University of Oxford","University of Oxford"
"EPI_ISL_13699505","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_15345821","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_16411883","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_16460699","A/H1N1pdm09","Norwegian Institute of Public Health","Norwegian Institute of Public Health"
"EPI_ISL_13885607","A/H1N1pdm09","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_16679646","A/H1N1pdm09","Istituto Superiore di Sanità (ISS)","University of Milan"
"EPI_ISL_16333967","A/H1N1pdm09","Erasmus Medical Center","Erasmus Medical Center"
"EPI_ISL_15937866","A/H1N1pdm09","Crick Worldwide Influenza Centre","WHO National Influenza Centre"
"EPI_ISL_16052601","A/H1N1pdm09","Public Health Agency of Sweden","Public Health Agency of Sweden"
"EPI_ISL_16358567","A/H1N1pdm09","Norwegian Institute of Public Health","Norwegian Institute of Public Health"
"EPI_ISL_16700038","A/H1N1pdm09","Norwegian Institute of Public Health","Norwegian Institute of Public Health"
"EPI_ISL_12212610","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","Eurofins Medische Microbiologie BV"
"EPI_ISL_14144996","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_15999305","A/H1N1pdm09","Crick Worldwide Influenza Centre","Instituto de Salud Carlos III"
"EPI_ISL_15390596","A/H1N1pdm09","Public Health Wales Microbiology Cardiff","Public Health Wales Microbiology Cardiff"
"EPI_ISL_16096014","A/H1N1pdm09","Norwegian Institute of Public Health","Norwegian Institute of Public Health"
"EPI_ISL_14143305","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_12853613","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","Academic Medical Center, University of Amsterdam"
"EPI_ISL_16555357","A/H1N1pdm09","U.S. Air Force School of Aerospace Medicine","U.S. Air Force School of Aerospace Medicine"
"EPI_ISL_17225299","A/H1N1pdm09","Crick Worldwide Influenza Centre","Health Protection Inspectorate"
"EPI_ISL_14648757","A/H1N1pdm09","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_15724810","A/H1N1pdm09","Public Health Agency of Sweden","Klinisk mikrobiologi, Akademiska sjukhuset Uppsala"
"EPI_ISL_14648762","A/H1N1pdm09","Crick Worldwide Influenza Centre","Scientific Institute of Public Health"
"EPI_ISL_15728521","A/H1N1pdm09","Norwegian Institute of Public Health","Norwegian Institute of Public Health"
"EPI_ISL_16714043","A/H1N1pdm09","Crick Worldwide Influenza Centre","University of Vienna"
"EPI_ISL_17246622","A/H1N1pdm09","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_18893536","A/H1N1pdm09","UKHSA / Respiratory Virus Unit","UK Health Security Agency - Colindale"
"EPI_ISL_17658049","A/H1N1pdm09","National Institute of Public Health (Czech Republic)","National Institute of Public Health"
"EPI_ISL_18795280","A/H1N1pdm09","CNR Virus des Infections Respiratoires, France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_17625084","A/H1N1pdm09","Comenius University Science Park","National Public Health Institute of Slovakia"
"EPI_ISL_18855865","A/H1N1pdm09","CNR Virus des Infections Respiratoires, France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_18795208","A/H1N1pdm09","CNR Virus des Infections Respiratoires, France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_18713884","A/H1N1pdm09","SCIENSANO","SCIENSANO"
"EPI_ISL_18718199","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","Streeklaboratorium GGD Amsterdam"
"EPI_ISL_17317406","A/H1N1pdm09","National Institute of Infectious Diseases-Prof. Dr. Matei Bals","National Institute for Infectious Diseases “Prof. Dr. Matei Balș”"
"EPI_ISL_17080588","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_18852591","A/H1N1pdm09","UKHSA / Respiratory Virus Unit","UK Health Security Agency - Colindale"
"EPI_ISL_18795241","A/H1N1pdm09","CNR Virus des Infections Respiratoires, France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_17716486","A/H1N1pdm09","National Institute for Public Health and the Environment (RIVM)","National Institute for Public Health and the Environment (RIVM)"
"EPI_ISL_18884946","A/H1N1pdm09","Instituto de Salud Carlos III","Servicio de Microbiología Complejo Hospitalario de Navarra"
"EPI_ISL_18795445","A/H1N1pdm09","CNR Virus des Infections Respiratoires, France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_16546433","A/H1N1pdm09","Hospital Universitari Vall d'Hebron","Hospital Universitari Vall d'Hebron"
"EPI_ISL_17638531","A/H1N1pdm09","CNR Virus des Infections Respiratoires, France SUD","CNR Virus des Infections Respiratoires - France SUD"
"EPI_ISL_18731197","A/H1N1pdm09","Institut Pasteur","Institut Pasteur"
"EPI_ISL_18702193","A/H1N1pdm09","UKHSA / Respiratory Virus Unit","UK Health Security Agency - Colindale"
